Iceberg,Length (NM),Width (NM),Latitude,Longitude,Remarks,Last Update
A23A,44,40,-75.79,-41.06,belle (grounded),7/12/2019
A57A*,11,5,-47.86,-35.94,South Atlantic,7/12/2019
A63,11,3,-76.28,-46.75,belle (grounded),7/12/2019
A64,16,11,-69.73,-60.98,belle (grounded),7/12/2019
A68A,82,26,-65.57,-58.33,belle,7/12/2019
A68B,7,3,-64.63,-58.84,belle,7/12/2019
B09B,27,9,-66.26,143.34,wilke ,7/12/2019
B09G,12,7,-67.96,41.72,amerw,7/12/2019
B09I,12,6,-65.31,66.20,amere,7/12/2019
B15AA,11,6,-61.11,-37.75,belle,7/12/2019
B15AB,11,4,-66.01,51.13,amerw (grounded),7/12/2019
B16,16,6,-60.00,-46.42,belle,7/12/2019
B22A,44,24,-74.01,-109.21,amune (grounded),7/12/2019
B28,10,7,-74.70,-108.79,amune (grounded),7/12/2019
B29,11,5,-74.53,-108.92,amune (grounded),7/12/2019
B37,8,3,-73.36,-108.63,amune,7/12/2019
B38,6,4,-76.99,-155.08,rosse,7/12/2019
B39,8,4,-64.21,96.64,wilkw,7/12/2019
B40,8,5,-65.65,132.20,wilke (grounded),7/12/2019
B42,13,5,-72.98,-125.51,amunw (grounded),7/12/2019
B43,10,5,-76.60,-162.46,rosse,7/12/2019
B45,8,6,-74.70,-109.37,amune (grounded),7/12/2019
B46,10,4,-74.45,-104.45,amune,7/12/2019
C15,14,10,-66.08,143.41,wilke (grounded),7/12/2019
C18B,20,4,-65.47,113.88,wilkw (grounded),7/12/2019
C21B,12,8,-64.99,95.86,wilkw (grounded),7/12/2019
C24,11,3,-64.84,96.03,wilkw (grounded),7/12/2019
C29,5,5,-66.10,142.84,wilke (grounded),7/12/2019
C30,9,3,-64.78,96.30,wilkw (grounded),7/12/2019
C31,9,3,-64.69,96.52,wilkw (grounded),7/12/2019
C33,8,4,-66.38,144.36,wilke,7/12/2019
C34,11,5,-65.64,142.40,wilke,7/12/2019
C35,12,5,-68.24,148.21,wilke (grounded),7/12/2019
C36,23,16,-68.11,147.84,wilke (grounded),7/12/2019
D15A,51,24,-66.65,81.94,amere (grounded),7/12/2019
D15B,33,12,-66.99,81.57,amere (grounded),7/12/2019
D20A,20,9,-68.90,36.35,amerw (grounded),7/12/2019
D21B,11,4,-76.94,-36.35,belle,7/12/2019
D22,11,2,-65.79,81.67,amere,7/12/2019
D23,8,6,-69.43,74.67,amere (grounded),7/12/2019
D26,19,2,-69.37,29.41,wedde (grounded),7/12/2019
D27,8,5,-67.27,81.87,amere (grounded),7/12/2019
