Iceberg,Length (NM),Width (NM),Latitude,Longitude,Remarks,Last Update
A23A,40,34,-73.81,-41.89,belle,9/30/2022
A64,9,8,-64.67,-55.55,belle,9/30/2022
A69A,10,9,-64.09,-54.52,belle,9/30/2022
A70,8,5,-65.85,-60.25,belle,9/30/2022
A74A,30,18,-76.76,-47.11,belle,9/30/2022
A74B,8,4,-76.41,-46.59,belle,9/30/2022
A76A,73,14,-60.51,-51.41,belle,9/30/2022
A76B,20,7,-67.65,-59.74,belle,9/30/2022
A76C,16,7,-66.64,-59.09,belle,9/30/2022
A77,27,4,-77.55,-35.86,belle,9/30/2022
A78,18,4,-70.32,-45.55,belle,9/30/2022
B09B,24,8,-66.20,143.40,wilke,9/30/2022
B09G,11,7,-68.16,41.84,amerw,9/30/2022
B15AB,11,4,-66.08,50.59,amerw,9/30/2022
B22A,38,24,-73.80,-109.49,amune (grounded),9/30/2022
B28,9,6,-74.24,-109.66,amune,9/30/2022
B29,11,5,-74.05,-110.15,amune,9/30/2022
B38,6,4,-76.99,-155.10,rosse,9/30/2022
B39,8,4,-77.28,-37.95,belle,9/30/2022
B42,8,3,-62.28,-137.44,amunw,9/30/2022
B45,7,6,-74.44,-109.77,amune,9/30/2022
B46,10,4,-72.95,-156.87,rosse,9/30/2022
B47,12,5,-73.86,-134.22,amunw,9/30/2022
C15,12,8,-65.95,143.25,wilke,9/30/2022
C18B,19,4,-66.56,89.34,amere,9/30/2022
C21B,11,8,-64.98,95.86,wilkw (grounded),9/30/2022
C24,11,2,-64.84,96.03,wilkw (grounded),9/30/2022
C29,5,5,-66.06,142.78,wilke,9/30/2022
C30,9,3,-64.78,96.29,wilkw (grounded),9/30/2022
C31,9,3,-64.68,96.51,wilkw (grounded),9/30/2022
C33,8,4,-65.32,126.55,wilke (grounded),9/30/2022
C35,7,5,-67.25,147.59,wilke,9/30/2022
C36,22,15,-67.93,147.48,wilke (grounded),9/30/2022
C37,8,3,-65.46,100.32,wilkw,9/30/2022
C38A,10,8,-65.22,101.37,wilkw (grounded),9/30/2022
C38B,5,7,-64.94,101.84,wilkw (grounded),9/30/2022
C39,15,8,-65.68,99.54,wilkw (grounded),9/30/2022
D15A,51,24,-66.63,81.91,amere (grounded),9/30/2022
D15B,33,12,-66.97,81.57,amere (grounded),9/30/2022
D20A,14,5,-74.65,-30.87,belle,9/30/2022
D23,8,6,-69.43,74.68,amere (grounded),9/30/2022
D26,16,2,-69.23,29.55,wedde (grounded),9/30/2022
D27,7,4,-69.45,-6.07,weddw,9/30/2022
D28,29,19,-72.11,-47.82,belle,9/30/2022
D29A,15,9,-68.34,-42.64,belle,9/30/2022
D29B,13,7,-72.35,-47.30,belle,9/30/2022
D29C,13,6,-69.69,-45.32,belle,9/30/2022
D30A,37,11,-71.30,-51.99,belle,9/30/2022
D30B,10,5,-71.75,-47.96,belle,9/30/2022
D31,10,2,-72.13,-42.17,belle,9/30/2022
