Iceberg,Length (NM),Width (NM),Latitude,Longitude,Remarks,Last Update
A23A,44,40,-75.83,-41.03,belle (grounded),1/27/2017
A57A,11,5,-66.08,-59.75,belle,1/27/2017
A57B,7,4,-68.13,-60.13,belle,1/27/2017
A61,13,4,-63.50,-34.22,belle,1/27/2017
A63,11,3,-76.30,-46.12,belle ,1/27/2017
A64,16,11,-69.72,-61.02,belle (fasted),1/27/2017
B09B,27,10,-66.60,142.65,wilke (fasted),1/27/2017
B09D,22,6,-64.43,-45.78,belle,1/27/2017
B09F,20,8,-68.18,-49.15,belle,1/27/2017
B09G,12,7,-68.02,41.72,amerw (fasted),1/27/2017
B09H,11,2,-67.90,-43.13,belle,1/27/2017
B09I,12,6,-65.05,135.40,wilke,1/27/2017
B15T,25,6,-69.53,-50.40,belle,1/27/2017
B15Z,15,7,-69.27,-49.77,belle,1/27/2017
B15AA,11,6,-69.42,12.45,wedde,1/27/2017
B15AB,11,4,-65.97,51.33,amerw (fasted),1/27/2017
B16,16,6,-75.25,-31.42,belle,1/27/2017
B22A,44,24,-74.07,-108.97,amune (grounded),1/27/2017
B28,10,7,-74.75,-108.90,amune (fasted),1/27/2017
B29,11,5,-74.58,-109.00,amune (fasted),1/27/2017
B30,26,18,-73.70,-155.30,rosse,1/27/2017
B31,18,11,-70.73,-114.35,amune,1/27/2017
B35,7,3,-72.07,-110.03,amune,1/27/2017
B37,8,3,-74.57,-108.70,amune (fasted),1/27/2017
B38,6,4,-76.82,-155.03,rosse,1/27/2017
B39,8,4,-65.12,134.55,wilke,1/27/2017
B40,8,5,-65.62,132.38,wilke,1/27/2017
B41,8,4,-72.93,-107.73,amune,1/27/2017
C15,14,10,-66.38,143.47,wilke,1/27/2017
C18B,20,4,-65.43,113.98,wilkw (grounded),1/27/2017
C21B,12,8,-64.98,95.90,wilkw (fasted),1/27/2017
C24,11,3,-64.83,96.02,wilkw (fasted),1/27/2017
C28B,21,14,-68.50,-48.85,belle,1/27/2017
C29,7,5,-66.15,143.03,wilke,1/27/2017
C30,9,3,-64.78,96.30,wilkw (fasted),1/27/2017
C31,9,3,-64.70,96.52,wilkw (fasted),1/27/2017
C32,7,5,-70.05,162.52,rossw (grounded),1/27/2017
C33,11,4,-70.40,168.05,rossc,1/27/2017
D15A,51,24,-66.67,81.95,amere (fasted),1/27/2017
D15B,33,12,-67.08,81.75,amere (fasted),1/27/2017
D20A,27,9,-68.98,36.32,amerw (fasted),1/27/2017
D20B,11,2,-68.63,35.78,amerw (fasted),1/27/2017
D21A,14,4,-67.45,-43.42,belle,1/27/2017
D21B,11,4,-65.80,81.77,amere,1/27/2017
D22,12,3,-65.93,86.93,amere (grounded),1/27/2017
D23,8,6,-69.43,74.63,amere (fasted),1/27/2017
D26,18,1,-69.40,29.37,wedde,1/27/2017
