Iceberg,Length (NM),Width (NM),Latitude,Longitude,Remarks,Last Update
A23A,40,32,-62.02,-52.23,,12/21/2023
A74A,30,18,-72.1,-54.12,Calved from north Brunt,12/21/2023
A74B,8,4,-67.49,-55.22,Calved from A74,12/21/2023
A76B,20,7,-65.12,-56.43,,12/21/2023
A76C,16,7,-65.21,-57.35,,12/21/2023
A77,27,4,-72.34,-55.55,Calved from Ekstrom Ice shelf,12/21/2023
A78,18,4,-60.47,-31.32,,12/21/2023
A80A,11,9,-65.29,-57.05,,12/21/2023
A80D,6,5,-64.93,-56.03,,12/21/2023
A81,28,25,-76.56,-49.39,Brunt Ice Shelf,12/21/2023
A82,12,6,-72.94,-72.38,George VI ice shelf,12/21/2023
B09B,27,10,-66.17,143.43,Grounded,12/21/2023
B09G,12,7,-68.19,41.71,,12/21/2023
B15AB,11,4,-72.19,-15.9,Result of B15T calving,12/21/2023
B22A,44,24,-71.41,-115.24,,12/21/2023
B29,11,5,-73.74,-110.5,,12/21/2023
B38,6,4,-76.79,-155.23,,12/21/2023
B39,8,4,-70.74,-56.37,,12/21/2023
B45,8,6,-72.17,-114.33,Calved from Crosson ice shelf,12/21/2023
B46,18,5,-63.73,-140.88,Calved from PIG,12/21/2023
B47,19,5,-73.9,-134.12,Calved from the Getz Ice Shelf,12/21/2023
C15,14,10,-65.93,143.18,,12/21/2023
C18B,20,4,-65.69,81.17,,12/21/2023
C21B,12,8,-64.99,95.86,Fasted,12/21/2023
C24,11,3,-64.84,96.02,Fasted,12/21/2023
C29,7,5,-66.06,142.75,Grounded,12/21/2023
C30,9,3,-64.78,96.29,Fasted,12/21/2023
C31,9,3,-64.68,96.5,Fasted,12/21/2023
C33,11,4,-65.72,122.24,Calved off Nansen Ice Shelf,12/21/2023
C35,8,5,-66.27,142.99,Calved from Ninnis Ice Shelf,12/21/2023
C36,23,16,-67.91,147.46,Calved from Ninnis Ice Shelf,12/21/2023
C38B,8,7,-64.86,98.59,,12/21/2023
C39,15,8,-64.65,98.31,,12/21/2023
D15A,51,22,-66.63,81.91,Grounded,12/21/2023
D15B,32,12,-66.96,81.57,Grounded,12/21/2023
D20A,14,5,-62.24,-47.09,,12/21/2023
D23,7,6,-69.43,74.7,Fasted,12/21/2023
D27,8,5,-71.48,-47.77,,12/21/2023
D28,30,19,-52.48,-36.89,Calved from Amery Ice Shelf,12/21/2023
D29A,21,9,-60.4,-20.42,,12/21/2023
D29B,13,7,-57.39,-40.68,,12/21/2023
D29C,13,6,-59.42,-34.86,,12/21/2023
D30A,39,11,-55.85,-40.95,,12/21/2023
D30B,15,5,-60.87,-44.98,,12/21/2023
D31,16,2,-60.4,-34.98,,12/21/2023
D32,10,9,-65.32,53.7,Calved from Amery Ice Shelf,12/21/2023
D33A,34,10,-69.6,-1.94,,12/21/2023
D33B,21,12,-69.68,6.9,,12/21/2023
D34,11,8,-67.18,82.12,Calved off of West Ice Shelf,12/21/2023
