Iceberg,Length (NM),Width (NM),Latitude,Longitude,Remarks,Last Update
A23A,44,40,-75.88,-41.17,belle (grounded),12/11/2014
A56,14,7,-70.7,-54.88,belle,12/11/2014
A57,11,5,-77.17,-49.53,belle,12/11/2014
A61,13,4,-72.37,-16.62,weddw (fasted),12/11/2014
A63,11,3,-76.43,-44.95,belle,12/11/2014
A64,16,11,-69.72,-61.07,belle (fasted),12/11/2014
B09B,27,10,-66.62,142.72,wilke (fasted),12/11/2014
B09D,22,6,-69.05,29.77,weddw (grounded),12/11/2014
B09F,21,8,-66.42,48.03,amerw,12/11/2014
B09G,12,7,-65.77,51.18,amerw,12/11/2014
B15K,16,3,-66.92,-59.72,belle,12/11/2014
B15R,10,2,-70.47,-48.2,belle,12/11/2014
B15T,28,7,-67.53,43.63,amerw,12/11/2014
B15X,10,7,-66.83,-56.72,belle ,12/11/2014
B15Y,11,2,-64.07,-56.67,belle ,12/11/2014
B15Z,20,8,-66.63,46.65,amerw,12/11/2014
B15AA,11,6,-65.82,51.55,amerw (grounded),12/11/2014
B15AB,11,4,-65.92,51.32,amerw (grounded),12/11/2014
B16,16,6,-68.63,46.65,amerw,12/11/2014
B17A,19,6,-55.18,-36.35,belle (grounded),12/11/2014
B22A,44,24,-74.1,-108.92,amune (fasted),12/11/2014
B28,10,7,-74.8,-108.97,amune (fasted),12/11/2014
B29,11,5,-74.63,-109.08,amune (fasted),12/11/2014
B30,31,18,-73.88,-128.27,amunw,12/11/2014
B31,18,11,-72.77,-110.92,amune,12/11/2014
B32,11,1,-74.38,-138.47,amunw,12/11/2014
C15,14,10,-67.2,146.05,wilke (fasted),12/11/2014
C18B,20,4,-65.53,113.98,wilkw (fasted),12/11/2014
C21B,12,8,-64.97,95.92,wilkw (fasted),12/11/2014
C24,11,3,-64.82,96.05,wilkw (fasted),12/11/2014
C28B,21,14,-66.1,49.48,amerw,12/11/2014
D15,55,29,-66.8,81.9,amere (fasted),12/11/2014
D20A,27,9,-69.15,36.48,amerw (fasted),12/11/2014
D20B,11,2,-69.02,36.27,amerw (fasted),12/11/2014
D21A,21,5,-66.7,61.82,amere,12/11/2014
D21B,11,4,-66.08,85.3,amere (fasted),12/11/2014
D22,12,3,-65.97,86.92,amere (fasted),12/11/2014
