Iceberg,Length (NM),Width (NM),Latitude,Longitude,Remarks,Last Update
A23A,44,40,-75.88,-41.17,belle (grounded),02/05/16
A56,14,7,-56.83,-31.58,belle,02/05/16
A57A,11,5,-71.58,-58.63,belle,02/05/16
A57B,7,4,-69.92,-60.30,belle,02/05/16
A61,13,4,-72.37,-16.62,weddw (fasted),02/05/16
A63,11,3,-76.38,-45.43,belle,02/05/16
A64,16,11,-69.72,-61.07,belle (fasted),02/05/16
A65,9,3,-52.40,-34.63,belle,02/05/16
A66,7,4,-63.78,-55.28,belle,02/05/16
A67,8,4,-76.00,-26.92,weddw,02/05/16
B09B,27,10,-66.60,142.62,wilke,02/05/16
B09D,22,6,-74.22,-31.95,belle,02/05/16
B09F,20,8,-74.52,-29.03,weddw,02/05/16
B09G,12,7,-67.90,41.45,amerw,02/05/16
B09H,11,2,-69.38,13.88,wedde,02/05/16
B09I,12,6,-65.03,139.12,wilke,02/05/16
B15K,16,3,-64.10,-56.20,belle,02/05/16
B15R,10,2,-60.58,-20.30,weddw,02/05/16
B15T,25,6,-74.30,-28.85,weddw,02/05/16
B15X,10,7,-54.93,-37.67,belle,02/05/16
B15Y,11,2,-63.82,-52.97,belle,02/05/16
B15Z,15,7,-74.12,-26.42,weddw,02/05/16
B15AA,11,6,-65.20,49.68,amerw,02/05/16
B15AB,11,4,-65.92,51.32,amerw (grounded),02/05/16
B16,16,6,-75.48,-30.02,belle,02/05/16
B22A,44,24,-74.10,-108.92,amune (fasted),02/05/16
B28,10,7,-74.75,-108.90,amune (fasted),02/05/16
B29,11,5,-74.58,-108.98,amune (fasted),02/05/16
B30,26,18,-73.92,-134.90,amunw,02/05/16
B31,18,11,-71.52,-110.37,amune,02/05/16
B34,10,4,-75.02,-162.72,rosse,02/05/16
B35,11,4,-74.37,-105.32,amune,02/05/16
B37,8,3,-74.57,-108.67,amune,02/05/16
B38,6,4,-76.98,-155.07,rosse (fasted),02/05/16
B39,8,4,-66.47,148.13,wilke,02/05/16
B40,8,5,-65.85,147.10,wilke,02/05/16
C15,14,10,-66.28,143.17,wilke,02/05/16
C18B,20,4,-65.47,114.02,wilkw (fasted),02/05/16
C21B,12,8,-64.97,95.92,wilkw (fasted),02/05/16
C24,11,3,-64.82,96.05,wilkw (fasted),02/05/16
C28B,21,14,-74.43,-29.80,weddw,02/05/16
C29,7,5,-66.15,142.97,wilke (grounded),02/05/16
C30,9,3,-64.78,96.28,wilkw (fasted),02/05/16
C31,9,3,-64.70,96.73,wilkw (fasted),02/05/16
C32,7,5,-70.05,162.53,rossw (fasted),02/05/16
D15A,51,24,-66.70,81.92,amere (fasted),02/05/16
D15B,33,12,-67.00,81.63,amere (fasted),02/05/16
D20A,27,9,-69.15,36.48,amerw (fasted),02/05/16
D20B,11,2,-69.02,36.33,amerw (fasted),02/05/16
D21A,14,4,-70.30,-8.32,weddw,02/05/16
D21B,11,4,-66.12,81.62,amere,02/05/16
D22,12,3,-65.97,86.92,amere (fasted),02/05/16
D23,8,6,-69.43,74.62,amere (fasted),02/05/16
D24,6,5,-66.15,57.70,amerw,02/05/16
D25,13,8,-69.33,37.95,amerw,02/05/16
