Iceberg,Length (NM),Width (NM),Latitude,Longitude,Remarks,Last Update
A23A,40,32,-61.2,-50.51,,01/11/2024
A74A,30,18,-72.36,-53.33,Calved from north Brunt,01/11/2024
A74B,8,4,-66.42,-54.73,Calved from A74,01/11/2024
A76B,20,7,-65.15,-56.31,,01/11/2024
A76C,16,7,-65.1,-56.67,,01/11/2024
A77,27,4,-72.37,-54.73,Calved from Ekstrom Ice shelf,01/11/2024
A78,18,4,-60.21,-31.35,,01/11/2024
A80A,11,9,-65.41,-56.83,,01/11/2024
A80D,6,5,-64.89,-56.32,,01/11/2024
A81,28,25,-76.52,-48.57,Brunt Ice Shelf,01/11/2024
A82,12,6,-72.97,-72.52,George VI ice shelf,01/11/2024
B09B,27,10,-66.18,143.48,Grounded,01/11/2024
B09G,12,7,-68.19,41.71,,01/11/2024
B15AB,11,4,-72.19,-15.9,Result of B15T calving,01/11/2024
B22A,44,24,-71.55,-116.89,,01/11/2024
B29,11,5,-73.75,-110.56,,01/11/2024
B38,6,4,-76.8,-155.31,,01/11/2024
B39,8,4,-70.19,-56.25,,01/11/2024
B45,8,6,-72.22,-114.97,Calved from Crosson ice shelf,01/11/2024
B46,18,5,-63.72,-139.13,Calved from PIG,01/11/2024
B47,19,5,-73.87,-134.05,Calved from the Getz Ice Shelf,01/11/2024
C15,14,10,-65.93,143.18,,01/11/2024
C18B,20,4,-65.89,80.87,,01/11/2024
C21B,12,8,-64.99,95.86,Fasted,01/11/2024
C24,11,3,-64.84,96.02,Fasted,01/11/2024
C29,7,5,-66.06,142.75,Grounded,01/11/2024
C30,9,3,-64.78,96.29,Fasted,01/11/2024
C31,9,3,-64.68,96.5,Fasted,01/11/2024
C33,11,4,-65.57,121.13,Calved off Nansen Ice Shelf,01/11/2024
C35,8,5,-66.29,143.15,Calved from Ninnis Ice Shelf,01/11/2024
C36,23,16,-67.91,147.46,Calved from Ninnis Ice Shelf,01/11/2024
C38B,8,7,-64.55,98.33,,01/11/2024
C39,15,8,-64.69,98.49,,01/11/2024
D15A,51,22,-66.63,81.91,Grounded,01/11/2024
D15B,32,12,-66.96,81.57,Grounded,01/11/2024
D20A,14,5,-62.74,-45.48,,01/11/2024
D23,7,6,-69.43,74.7,Fasted,01/11/2024
D27,8,5,-71.31,-49.34,,01/11/2024
D28,30,19,-51.73,-37.3,Calved from Amery Ice Shelf,01/11/2024
D29A,21,9,-59.09,-16.79,,01/11/2024
D29B,13,7,-57.66,-39.72,,01/11/2024
D29C,13,6,-58.75,-34.82,,01/11/2024
D30A,39,11,-56.02,-35.12,,01/11/2024
D30B,15,5,-60.87,-44.98,,01/11/2024
D31,16,2,-59.56,-33.22,,01/11/2024
D32,10,9,-65.12,53.58,Calved from Amery Ice Shelf,01/11/2024
D33A,34,10,-70.15,-5.86,,01/11/2024
D33B,21,12,-69.71,1.02,,01/11/2024
D34,11,8,-67.18,82.12,Calved off of West Ice Shelf,01/11/2024
D35,28,6,-69.83,21.01,,01/11/2024
