Iceberg,Length (NM),Width (NM),Latitude,Longitude,Remarks,Last Update
A23A,40,32,-60.81,-50.81,,02/02/2024
A74A,30,18,-72.2,-54.43,Calved from north Brunt,02/02/2024
A74B,8,4,-66.05,-55.33,Calved from A74,02/02/2024
A76B,20,7,-65.08,-56.09,,02/02/2024
A76C,16,7,-65.33,-56.09,,02/02/2024
A77,27,4,-72.28,-55.44,Calved from Ekstrom Ice shelf,02/02/2024
A78,18,4,-59.58,-30.89,,02/02/2024
A80A,11,9,-65.41,-57.68,,02/02/2024
A80D,6,5,-65.23,-56.46,,02/02/2024
A81,28,25,-76.43,-48.35,Brunt Ice Shelf,02/02/2024
A82,12,6,-73.37,-82.76,George VI ice shelf,02/02/2024
B09B,27,10,-66.15,143.47,Grounded,02/02/2024
B09G,12,7,-68.19,41.71,,02/02/2024
B15AB,11,4,-72.16,-15.98,Result of B15T calving,02/02/2024
B22A,44,24,-71.76,-117.32,,02/02/2024
B29,11,5,-73.74,-110.6,,02/02/2024
B38,6,4,-76.8,-155.34,,02/02/2024
B39,8,4,-69.48,-57.37,,02/02/2024
B45,8,6,-72.15,-115.83,Calved from Crosson ice shelf,02/02/2024
B46,18,5,-63.74,-137.56,Calved from PIG,02/02/2024
B47,19,5,-73.93,-133.92,Calved from the Getz Ice Shelf,02/02/2024
C15,14,10,-65.92,143.16,,02/02/2024
C18B,20,4,-66.01,80.29,,02/02/2024
C21B,12,8,-64.99,95.86,Fasted,02/02/2024
C24,11,3,-64.84,96.02,Fasted,02/02/2024
C29,7,5,-66.06,142.75,Grounded,02/02/2024
C30,9,3,-64.78,96.29,Fasted,02/02/2024
C31,9,3,-64.68,96.5,Fasted,02/02/2024
C33,11,4,-66.15,120.5,Calved off Nansen Ice Shelf,02/02/2024
C35,8,5,-66.2,143.01,Calved from Ninnis Ice Shelf,02/02/2024
C36,23,16,-67.91,147.46,Calved from Ninnis Ice Shelf,02/02/2024
C38B,8,7,-64.38,98.08,,02/02/2024
C39,15,8,-64.6,98.53,,02/02/2024
D15A,51,22,-66.63,81.91,Grounded,02/02/2024
D15B,32,12,-66.96,81.57,Grounded,02/02/2024
D20A,14,5,-62.68,-45.57,,02/02/2024
D23,7,6,-69.43,74.7,Fasted,02/02/2024
D27,8,5,-71.11,-52.28,,02/02/2024
D28,30,19,-52.19,-34.09,Calved from Amery Ice Shelf,02/02/2024
D29A,21,9,-58.33,-10.52,,02/02/2024
D29B,13,7,-58.13,-39.35,,02/02/2024
D29C,13,6,-58.02,-31.62,,02/02/2024
D30A,23,9,-53.27,-36.07,,02/02/2024
D30B,15,5,-60.47,-44.98,,02/02/2024
D30C,13,6,-54.07,-35.5,,02/02/2024
D31,16,2,-58.8,-31.1,,02/02/2024
D32,10,9,-65.21,52.63,Calved from Amery Ice Shelf,02/02/2024
D33A,34,10,-70.56,-10.27,,02/02/2024
D33B,21,12,-69.44,-2.67,,02/02/2024
D34,11,8,-67.18,82.12,Calved off of West Ice Shelf,02/02/2024
D35,28,6,-69.53,16.63,,02/02/2024
