Iceberg,Length (NM),Width (NM),Latitude,Longitude,Remarks,Last Update
A23A,44,40,-75.79,-41.06,belle (grounded),3/8/2019
A57A,11,5,-62.27,-57.66,belle,3/8/2019
A63,11,3,-76.29,-46.73,belle (grounded),3/8/2019
A64,16,11,-69.73,-60.98,belle (grounded),3/8/2019
A68A,82,26,-66.37,-59.45,belle,3/8/2019
A68B,7,3,-64.75,-59.70,belle,3/8/2019
B09B,27,9,-66.29,143.50,wilke ,3/8/2019
B09F,18,6,-59.06,-52.53,belle,3/8/2019
B09G,12,7,-67.97,41.71,amerw (grounded),3/8/2019
B09I,12,6,-65.87,85.49,amere,3/8/2019
B15T,18,5,-54.33,-27.73,weddw,3/8/2019
B15AA,11,6,-65.03,-40.93,belle,3/8/2019
B15AB,11,4,-65.98,51.31,amerw (grounded),3/8/2019
B15AC,8,1,-54.15,-28.02,weddw,3/8/2019
B16,16,6,-62.34,-44.23,belle,3/8/2019
B22A,44,24,-74.02,-109.18,amune (grounded),3/8/2019
B28,10,7,-74.70,-108.79,amune,3/8/2019
B29,11,5,-74.54,-108.91,amune,3/8/2019
B30,19,13,-65.39,-138.10,amunw,3/8/2019
B37,8,3,-74.29,-108.07,amune,3/8/2019
B38,6,4,-77.00,-155.05,rosse,3/8/2019
B39,8,4,-65.55,117.66,wilkw,3/8/2019
B40,8,5,-65.64,132.26,wilke (grounded),3/8/2019
B42,17,5,-73.74,-116.59,amunw,3/8/2019
B43,10,5,-73.83,-138.79,amunw,3/8/2019
B45,8,6,-74.70,-109.37,amune (grounded),3/8/2019
B46,14,4,-74.46,-103.83,amune,3/8/2019
C15,14,10,-66.11,143.51,wilke,3/8/2019
C18B,20,4,-65.47,113.90,wilkw (grounded),3/8/2019
C21B,12,8,-64.98,95.90,wilkw (grounded),3/8/2019
C24,11,3,-64.84,96.02,wilkw (grounded),3/8/2019
C29,5,5,-66.10,142.85,wilke,3/8/2019
C30,9,3,-64.78,96.30,wilkw (grounded),3/8/2019
C31,9,3,-64.69,96.52,wilkw (grounded),3/8/2019
C32,7,5,-66.01,132.77,wilke,3/8/2019
C33,8,4,-68.10,153.54,rossw,3/8/2019
C34,11,5,-65.86,142.82,wilke,3/8/2019
C35,12,5,-68.26,148.20,wilke (grounded),3/8/2019
C36,23,16,-68.13,147.83,wilke (grounded),3/8/2019
D15A,51,24,-66.65,81.94,amere (grounded),3/8/2019
D15B,33,12,-66.99,81.57,amere (grounded),3/8/2019
D20A,20,9,-68.91,36.30,amerw (grounded),3/8/2019
D21B,11,4,-75.59,-28.05,weddw,3/8/2019
D22,12,3,-65.92,86.96,amere (grounded),3/8/2019
D23,8,6,-69.43,74.65,amere (grounded),3/8/2019
D26,19,2,-69.37,29.41,wedde (grounded),3/8/2019
D27,8,5,-67.27,81.86,amere (grounded),3/8/2019
