Iceberg,Length (NM),Width (NM),Latitude,Longitude,Remarks,Last Update
A23A,40,32,-64.23,-53.67,,09/30/2023
A74A,30,18,-72.43,-55.75,Calved from north Brunt,09/30/2023
A74B,8,4,-69.52,-56.29,Calved from A74,09/30/2023
A76A,16,4,-50.84,-35.67,,09/30/2023
A76B,20,7,-65.31,-58.65,,09/30/2023
A76C,16,7,-65.41,-59.54,,09/30/2023
A76D,19,5,-51.42,-37.88,,09/30/2023
A76F,48,5,-50.9,-36.19,,09/30/2023
A76G,17,11,-53.09,-40.17,,09/30/2023
A76H,28,3,-51.68,-38.71,,09/30/2023
A76J,17,3,-51.43,-38.58,Calved from A76F,09/30/2023
A76K,10,3,-52.2,-38.33,Calved from A76A,09/30/2023
A76L,17,2,-51.39,-38.22,Calved from A76A,09/30/2023
A77,27,4,-73.55,-55.77,Calved from Ekstrom Ice shelf,09/30/2023
A78,18,4,-62.5,-36.94,,09/30/2023
A80A,11,9,-66.02,-58.26,,09/30/2023
A80D,6,5,-66.1,-57.88,,09/30/2023
A81,28,25,-76.65,-46.04,Brunt Ice Shelf,09/30/2023
B09B,27,10,-66.17,143.43,Grounded,09/30/2023
B09G,12,7,-68.19,41.73,,09/30/2023
B15AB,11,4,-71.78,-13.55,Result of B15T calving,09/30/2023
B22A,44,24,-71.92,-112.27,,09/30/2023
B29,11,5,-73.76,-110.51,,09/30/2023
B38,6,4,-76.84,-155.28,,09/30/2023
B39,8,4,-72.17,-54.18,,09/30/2023
B45,8,6,-72.68,-111.49,Calved from Crosson ice shelf,09/30/2023
B46,18,5,-65.17,-150.33,Calved from PIG,09/30/2023
B47,19,5,-73.88,-133.97,Calved from the Getz Ice Shelf,09/30/2023
C15,14,10,-65.93,143.18,,09/30/2023
C18B,20,4,-65.85,81.7,,09/30/2023
C21B,12,8,-64.99,95.86,Fasted,09/30/2023
C24,11,3,-64.84,96.02,Fasted,09/30/2023
C29,7,5,-66.06,142.75,Grounded,09/30/2023
C30,9,3,-64.78,96.29,Fasted,09/30/2023
C31,9,3,-64.68,96.5,Fasted,09/30/2023
C33,11,4,-65.51,124.52,Calved off Nansen Ice Shelf,09/30/2023
C35,8,5,-66.27,142.99,Calved from Ninnis Ice Shelf,09/30/2023
C36,23,16,-67.91,147.46,Calved from Ninnis Ice Shelf,09/30/2023
C38B,8,7,-64.91,98.46,,09/30/2023
C39,15,8,-64.69,98.32,,09/30/2023
D15A,51,22,-66.63,81.91,Grounded,09/30/2023
D15B,32,12,-66.97,81.57,Grounded,09/30/2023
D20A,14,5,-64.79,-51.04,,09/30/2023
D23,7,6,-69.43,74.7,Fasted,09/30/2023
D27,8,5,-72.63,-44.02,,09/30/2023
D28,30,19,-58.15,-51.86,Calved from Amery Ice Shelf,09/30/2023
D29A,21,9,-59.69,-26.64,,09/30/2023
D29B,13,7,-59.48,-52.41,,09/30/2023
D29C,13,6,-60.67,-40.51,,09/30/2023
D30A,39,11,-59.09,-54.0,,09/30/2023
D30B,15,5,-60.99,-45.57,,09/30/2023
D31,16,2,-60.93,-42.58,,09/30/2023
D32,10,9,-65.62,55.56,Calved from Amery Ice Shelf,09/30/2023
D33A,34,10,-69.58,11.84,,09/30/2023
D33B,21,12,-69.3,13.66,,09/30/2023
