Iceberg,Length (NM),Width (NM),Latitude,Longitude,Remarks,Last Update
A23A,44,40,-75.78,-41.09,belle (grounded),9/8/2017
A57A,11,5,-65.24,-58.77,belle,9/8/2017
A57B,7,4,-67.04,-59.52,belle,9/8/2017
A61,13,4,-57.73,-21.04,weddw,9/8/2017
A63,11,3,-76.27,-46.36,belle ,9/8/2017
A64,16,11,-69.73,-60.98,belle (fasted),9/8/2017
A68A,82,25,-67.97,-60.85,belle,9/8/2017
A68B,6,3,-67.26,-60.80,belle,9/8/2017
B09B,27,10,-66.59,142.99,wilke ,9/8/2017
B09D,22,6,-58.79,-32.14,belle,9/8/2017
B09F,20,8,-61.79,-54.85,belle,9/8/2017
B09G,12,7,-67.97,41.73,amerw (fasted),9/8/2017
B09H,11,2,-58.68,-36.00,belle,9/8/2017
B09I,12,6,-65.53,121.26,wilke,9/8/2017
B15T,25,6,-60.68,-53.72,belle,9/8/2017
B15Z,15,7,-60.31,-51.70,belle,9/8/2017
B15AA,11,6,-72.37,-16.57,weddw,9/8/2017
B15AB,11,4,-65.97,51.32,amerw (fasted),9/8/2017
B16,16,6,-73.10,-45.87,belle,9/8/2017
B22A,44,24,-74.07,-108.92,amune (grounded),9/8/2017
B28,10,7,-74.75,-108.89,amune (fasted),9/8/2017
B29,11,5,-74.58,-109.02,amune (fasted),9/8/2017
B30,26,18,-70.82,-159.35,rosse,9/8/2017
B31,18,11,-68.78,-111.18,amune,9/8/2017
B37,8,3,-74.56,-108.68,amune (fasted),9/8/2017
B38,6,4,-77.01,-155.01,rosse (fasted),9/8/2017
B39,8,4,-65.08,134.50,wilke (fasted),9/8/2017
B40,8,5,-65.62,132.31,wilke (grounded),9/8/2017
B41,8,4,-72.99,-118.55,amunw,9/8/2017
B42,17,5,-74.22,-107.00,amune,9/8/2017
B43,10,5,-74.05,-107.26,amune,9/8/2017
C15,14,10,-66.40,143.21,wilke,9/8/2017
C18B,20,4,-65.44,113.98,wilkw (grounded),9/8/2017
C21B,12,8,-64.99,95.90,wilkw (fasted),9/8/2017
C24,11,3,-64.84,96.02,wilkw (fasted),9/8/2017
C28B,21,14,-61.96,-54.30,belle,9/8/2017
C29,7,5,-66.14,142.93,wilke,9/8/2017
C30,9,3,-64.79,96.29,wilkw (fasted),9/8/2017
C31,9,3,-64.69,96.52,wilkw (fasted),9/8/2017
C32,7,5,-69.28,159.88,rossw (fasted),9/8/2017
C33,11,4,-69.66,162.04,rossw (fasted),9/8/2017
C34,11,5,-65.89,143.16,wilke,9/8/2017
D15A,51,24,-66.67,81.95,amere (fasted),9/8/2017
D15B,33,12,-67.08,81.76,amere (fasted),9/8/2017
D20A,27,9,-68.94,36.35,amerw (fasted),9/8/2017
D21A,14,4,-59.62,-37.68,belle,9/8/2017
D21B,11,4,-65.55,52.89,amerw,9/8/2017
D22,12,3,-65.92,86.96,amere,9/8/2017
D23,8,6,-69.43,74.65,amere (fasted),9/8/2017
D26,18,1,-69.40,29.34,wedde (grounded),9/8/2017
